film,Oscar_Winner,num_nominations,Title,IMDb Rating,Runtime (mins),Year,Num Votes,IMDb Popularity,Num Directors,Comedy,Romance,Drama,War,Adventure,award_Acting,award_Animation,award_Cinematography,award_Costume Design,award_Directing,award_Documentary,award_Editing,award_International Feature,award_Makeup and Hairstyling,award_Music,award_Other,award_Picture,award_Production Design,award_Short Film,award_Sound,award_Visual Effects,award_Writing
Four Stones for Kanemitsu,0,1,Four Stones for Kanemitsu,5.6,28.0,1973,35,196.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Four Weddings and a Funeral,0,2,Four Weddings and a Funeral,7.1,117.0,1994,173256,1230117.5999999999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Fourteen Hours,0,1,Fourteen Hours,7.1,92.0,1951,3225,22897.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Foxcatcher,0,5,Foxcatcher,7.0,134.0,2014,152285,1065995.0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Frances,0,2,Frances,7.2,140.0,1982,8956,64483.200000000004,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frances Steloff: Memoirs of a Bookseller,0,1,Frances Steloff: Memoirs of a Bookseller,7.4,28.0,1987,14,103.60000000000001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Frank Film,1,1,Frank Film,6.0,9.0,1973,813,4878.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankenweenie,0,1,Frankenweenie,6.9,87.0,2012,121762,840157.8,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franz Kafka's It's a Wonderful Life,1,1,Franz Kafka's It's a Wonderful Life,7.2,23.0,1993,1245,8964.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Free Guy,0,1,Free Guy,7.1,115.0,2021,459667,3263635.6999999997,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Free Solo,1,1,Free Solo,8.1,100.0,2018,81382,659194.2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Freedom on My Mind,0,1,Freedom on My Mind,8.0,105.0,1994,355,2840.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Freeheld,1,1,Freeheld,7.7,39.0,2007,375,2887.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
French Roast,0,1,French Roast,7.0,8.0,2008,3092,21644.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frenchman's Creek,1,1,Frenchman's Creek,6.0,110.0,1944,905,5430.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fresh Guacamole,0,1,Fresh Guacamole,7.4,2.0,2012,4319,31960.600000000002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freud,0,2,Freud,7.2,140.0,1962,3568,25689.600000000002,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Frida,1,6,Frida,7.3,123.0,2002,98259,717290.7,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0
Fried Green Tomatoes,0,2,Fried Green Tomatoes,7.7,130.0,1991,87125,670862.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Friendly Enemies,0,1,Friendly Enemies,5.6,95.0,1942,117,655.1999999999999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Friendly Persuasion,0,6,Friendly Persuasion,7.3,137.0,1956,8102,59144.6,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
Frog Story,0,1,Frog Story,6.3,23.0,1972,53,333.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
From A to Z-Z-Z-Z,0,1,From A to Z-Z-Z-Z,7.5,7.0,1953,657,4927.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From Generation to Generation,0,1,From Generation to Generation,6.2,12.0,1959,26,161.20000000000002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
From Here to Eternity,1,13,From Here to Eternity,7.6,118.0,1953,52546,399349.6,1,0,1,1,1,0,5,0,1,1,1,0,1,0,0,0,2,1,0,0,1,0,0
From Mao to Mozart: Isaac Stern in China,1,1,From Mao to Mozart: Isaac Stern in China,7.4,84.0,1979,538,3981.2000000000003,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Front Line,0,1,Front Line,8.4,56.0,1979,52,436.8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Frost/Nixon,0,5,Frost/Nixon,7.6,122.0,2008,114350,869060.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Frozen,1,2,Frozen,7.4,102.0,2013,686408,5079419.2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Frozen II,0,1,Frozen II,6.8,103.0,2019,206554,1404567.2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Frozen River,0,2,Frozen River,7.1,97.0,2008,26828,190478.8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Full Metal Jacket,0,1,Full Metal Jacket,8.2,116.0,1987,818815,6714282.999999999,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Funny Face,0,4,Funny Face,7.0,103.0,1957,34312,240184.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Funny Girl,1,8,Funny Girl,7.4,151.0,1968,26221,194035.40000000002,1,1,1,1,0,0,2,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0
Funny Lady,0,5,Funny Lady,6.2,136.0,1975,6113,37900.6,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
Fury,0,1,Fury,7.8,92.0,1936,14186,110650.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gadgets Galore,0,1,Gadgets Galore,6.3,10.0,1955,148,932.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gagarin,0,1,Gagarin,6.8,3.0,1994,685,4658.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gaily, Gaily",0,3,"Gaily, Gaily",5.3,107.0,1969,441,2337.2999999999997,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Gambit,0,3,Gambit,7.0,109.0,1966,7167,50169.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Gandhi,1,11,Gandhi,8.0,191.0,1982,243639,1949112.0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0
Gang Cops,0,1,Gang Cops,6.7,29.0,1987,29,194.3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gangs of New York,0,10,Gangs of New York,7.5,167.0,2002,487194,3653955.0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1
Garden Party,0,1,Garden Party,7.3,7.0,2017,2057,15016.1,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gasland,0,1,GasLand,7.6,107.0,2010,11173,84914.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gaslight,1,7,Gaslight,7.8,114.0,1944,35790,279162.0,1,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Gate of Hell,1,1,Gate of Hell,7.1,89.0,1953,4553,32326.3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gattaca,0,1,Gattaca,7.7,106.0,1997,334857,2578398.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
General Della Rovere,0,1,General Della Rovere,7.7,129.0,1959,3866,29768.2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
General Spanky,0,1,General Spanky,5.9,71.0,1936,450,2655.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Generation on the Wind,0,1,Generation on the Wind,,58.0,1979,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Genevieve,0,2,Genevieve,7.1,86.0,1953,3583,25439.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Genghis Blues,0,1,Genghis Blues,7.8,88.0,1999,1462,11403.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Genius Loci,0,1,Genius Loci,6.2,16.0,2020,1312,8134.400000000001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genocide,1,1,Genocide,7.3,90.0,1982,733,5350.9,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gentleman's Agreement,1,8,Gentleman's Agreement,7.2,118.0,1947,18419,132616.80000000002,1,0,1,1,0,0,4,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
George Grosz' Interregnum,0,1,George Grosz' Interregnum,7.7,29.0,1964,17,130.9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
George Washington Slept Here,0,1,George Washington Slept Here,6.9,93.0,1942,2037,14055.300000000001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
George and Rosemary,0,1,George and Rosemary,6.6,9.0,1987,376,2481.6,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,0,1,Georgia,6.5,115.0,1995,3413,22184.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgy Girl,0,4,Georgy Girl,6.9,99.0,1966,4429,30560.100000000002,1,1,1,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gerald McBoing-Boing,1,1,Gerald McBoing-Boing,7.1,8.0,1950,2135,15158.5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geri's Game,1,1,Geri's Game,7.8,5.0,1997,27703,216083.4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geronimo: An American Legend,0,1,Geronimo: An American Legend,6.6,115.0,1993,14260,94116.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gervaise,0,1,Gervaise,7.4,116.0,1956,1723,12750.2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Get Out,1,4,Get Out,7.8,104.0,2017,754952,5888625.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Get Out Your Handkerchiefs,1,1,Get Out Your Handkerchiefs,7.0,108.0,1978,4540,31780.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Get a Horse!,0,1,Get a Horse!,7.5,6.0,2013,5754,43155.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost,1,5,Ghost,7.1,126.0,1990,247136,1754665.5999999999,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
Ghost World,0,1,Ghost World,7.3,111.0,2001,129512,945437.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ghostbusters,0,2,Ghostbusters,7.8,105.0,1984,469052,3658605.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Ghosts of Mississippi,0,2,Ghosts of Mississippi,6.7,130.0,1996,12438,83334.6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Giant,1,10,Giant,7.6,201.0,1956,43689,332036.39999999997,1,0,0,1,0,0,3,0,0,1,1,0,1,0,0,0,2,1,1,0,0,0,0
Gigi,1,9,Gigi,6.6,115.0,1958,25371,167448.59999999998,2,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,2,1,1,0,0,0,0
Gigot,0,1,Gigot,7.1,104.0,1962,1390,9869.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Girl with a Pearl Earring,0,3,Girl with a Pearl Earring,6.9,100.0,2003,84074,580110.6,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Girl, Interrupted",1,1,"Girl, Interrupted",7.3,127.0,1999,223260,1629798.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girls' School,0,1,Girls' School,5.9,72.0,1938,243,1433.7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Giuseppina,1,1,Giuseppina,6.9,32.0,1960,130,897.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Give 'em Hell, Harry!",0,1,"Give 'em Hell, Harry!",7.3,104.0,1975,607,4431.099999999999,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Give Me Liberty,1,1,Give Me Liberty,6.2,22.0,1936,276,1711.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Give Up Yer Aul Sins,0,1,Give Up Yer Aul Sins,5.9,5.0,2001,480,2832.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gladiator,1,12,Gladiator,8.5,155.0,2000,1750341,14877898.5,1,0,0,1,0,1,2,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0
Gladiator II,0,1,Gladiator II,6.5,148.0,2024,224530,1459445.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Glass,1,1,Glass,7.8,11.0,1958,1210,9438.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Glengarry Glen Ross,0,1,Glengarry Glen Ross,7.7,100.0,1992,121548,935919.6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gloria,0,1,Gloria,7.1,123.0,1980,12495,88714.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glorious Betsy,0,1,Glorious Betsy,5.5,80.0,1928,185,1017.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Glory,1,5,Glory,7.8,122.0,1989,148887,1161318.5999999999,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Go for Broke!,0,1,Go for Broke!,6.6,92.0,1951,1885,12441.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
God Is the Bigger Elvis,0,1,God Is the Bigger Elvis,6.9,37.0,2012,637,4395.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
God Sleeps in Rwanda,0,1,God Sleeps in Rwanda,7.2,28.0,2005,134,964.8000000000001,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
God of Love,1,1,God of Love,7.6,18.0,2010,1979,15040.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gods and Monsters,1,3,Gods and Monsters,7.3,105.0,1998,33480,244404.0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gods of Metal,0,1,Gods of Metal,7.6,28.0,1982,26,197.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Going My Way,1,10,Going My Way,7.0,126.0,1944,14165,99155.0,1,1,0,1,0,0,3,0,1,0,1,0,1,0,0,1,2,1,0,0,0,0,0
Going Places,0,1,Going Places,5.9,84.0,1938,468,2761.2000000000003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Going the Distance,0,1,Going the Distance,7.1,90.0,1979,42,298.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gold,0,1,Gold,5.7,124.0,1974,2689,15327.300000000001,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gold Diggers of 1933,0,1,Gold Diggers of 1933,7.7,97.0,1933,9482,73011.40000000001,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gold Diggers of 1935,1,2,Gold Diggers of 1935,6.8,95.0,1935,3072,20889.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Gold Diggers of 1937,0,1,Gold Diggers of 1937,6.4,101.0,1936,1283,8211.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Golden Boy,0,1,Golden Boy,6.8,99.0,1939,2268,15422.4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Golden Girl,0,1,Golden Girl,5.9,108.0,1951,336,1982.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Golden Horses,0,1,Golden Horses,,10.0,1946,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Goldfinger,1,1,Goldfinger,7.7,110.0,1964,208688,1606897.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Goliath II,0,1,Goliath II,6.7,15.0,1960,578,3872.6,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone Baby Gone,0,1,Gone Baby Gone,7.6,114.0,2007,301450,2291020.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone Girl,0,1,Gone Girl,8.1,149.0,2014,1116241,9041552.1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone Nutty,0,1,Gone Nutty,7.3,5.0,2002,4537,33120.1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone with the Wind,1,13,Gone with the Wind,8.2,238.0,1939,345280,2831295.9999999995,1,0,1,1,1,0,4,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0
Good Morning,0,1,Good Morning,6.2,12.0,1971,30,186.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Good Morning, Vietnam",0,1,"Good Morning, Vietnam",7.3,121.0,1987,159486,1164247.8,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good News,0,1,Good News,6.7,93.0,1947,2912,19510.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Good Night, and Good Luck.",0,6,"Good Night, and Good Luck.",7.4,93.0,2005,102822,760882.8,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Good Scouts,0,1,Good Scouts,6.8,8.0,1938,1138,7738.4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Will Hunting,1,9,Good Will Hunting,8.3,126.0,1997,1131308,9389856.4,1,0,1,1,0,0,3,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0
Good Will to Men,0,1,Good Will to Men,7.0,8.0,1955,543,3801.0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goodbye, Columbus",0,1,"Goodbye, Columbus",6.4,102.0,1969,2419,15481.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Goodbye, Mr. Chips",1,18,"Goodbye, Mr. Chips",7.9,114.0,1939,11948,94389.2,2,0,1,1,0,0,6,0,0,0,2,0,2,0,0,0,4,2,0,0,2,0,0
Goodie-Two-Shoes,0,1,Goodie-Two-Shoes,6.0,35.0,1984,30,180.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Goodnight Miss Ann,0,1,Goodnight Miss Ann,,28.0,1978,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gopher Broke,0,1,Gopher Broke,6.5,4.0,2004,1458,9477.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorillas in the Mist,0,5,Gorillas in the Mist,7.0,129.0,1988,30269,211883.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
Gosford Park,1,7,Gosford Park,7.2,137.0,2001,98057,706010.4,1,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
Graffiti,0,1,Graffiti,7.5,28.0,1985,47,352.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Grand Canyon,1,4,Grand Canyon,7.1,29.0,1958,462,3280.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
Grand Hotel,1,1,Grand Hotel,7.3,112.0,1932,21590,157607.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Grand Prix,1,3,Grand Prix,7.2,176.0,1966,11162,80366.40000000001,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
Grandad of Races,1,1,Grandad of Races,5.7,9.0,1950,178,1014.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Grandma Moses,0,1,Grandma Moses,6.2,21.0,1950,53,328.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Granny O'Grimm's Sleeping Beauty,0,1,Granny O'Grimm's Sleeping Beauty,6.4,6.0,2008,1700,10880.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gravity,1,10,Gravity,7.7,91.0,2013,879956,6775661.2,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,2,1,0
Gravity Is My Enemy,1,1,Gravity Is My Enemy,6.9,26.0,1977,56,386.40000000000003,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Grease,0,1,Grease,7.2,110.0,1978,313267,2255522.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Great Expectations,1,5,Great Expectations,7.8,118.0,1946,27399,213712.19999999998,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
Green Book,1,5,Green Book,8.2,130.0,2018,630408,5169345.6,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Green Card,0,1,Green Card,6.3,107.0,1990,26664,167983.19999999998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Green Dolphin Street,1,4,Green Dolphin Street,6.8,141.0,1947,1914,13015.199999999999,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Green Grass of Wyoming,0,1,Green Grass of Wyoming,6.0,89.0,1948,503,3018.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greyhound,0,1,Greyhound,7.0,91.0,2020,123167,862169.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Greystoke: The Legend of Tarzan, Lord of the Apes",0,3,"Greystoke: The Legend of Tarzan, Lord of the Apes",6.4,143.0,1984,21843,139795.2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Guard Dog,0,1,Guard Dog,7.3,5.0,2004,1121,8183.3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guardians of the Galaxy,0,2,Guardians of the Galaxy,8.0,121.0,2014,1312738,10501904.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Guardians of the Galaxy Vol. 2,0,1,Guardians of the Galaxy Vol. 2,7.6,136.0,2017,791171,6012899.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Guess Who's Coming to Dinner,1,10,Guess Who's Coming to Dinner,7.8,108.0,1967,50964,397519.2,1,1,0,1,0,0,4,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,0
Guest Wife,0,1,Guest Wife,6.4,90.0,1945,528,3379.2000000000003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Guest in the House,0,1,Guest in the House,6.2,100.0,1944,1100,6820.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Guillermo del Toro's Pinocchio,1,1,Guillermo del Toro's Pinocchio,7.6,117.0,2022,119983,911870.7999999999,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gullah Tales,0,1,Gullah Tales,6.2,20.0,1988,48,297.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gulliver's Travels,0,2,Gulliver's Travels,6.6,76.0,1939,5083,33547.799999999996,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Gunfight at the O.K. Corral,0,2,Gunfight at the O.K. Corral,7.1,122.0,1957,18179,129070.9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Gypsy,0,3,Gypsy,7.1,143.0,1962,7238,51389.799999999996,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Hacksaw Ridge,1,6,Hacksaw Ridge,8.1,139.0,2016,633406,5130588.6,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0
Hail the Conquering Hero,0,1,Hail the Conquering Hero,7.6,101.0,1944,5356,40705.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Hail, Caesar!",0,1,"Hail, Caesar!",6.3,106.0,2016,146390,922257.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hair Love,1,1,Hair Love,7.4,7.0,2019,7298,54005.200000000004,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hale County This Morning, This Evening",0,1,"Hale County This Morning, This Evening",6.4,76.0,2018,2254,14425.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
